group,source,factor_id,name,expression,adj_type
alpha191,alpha191,a191_063,Alpha191_衡量了短期（6日）内多空,"SMA(Greater($close-Ref($close,1),0),6,1)/SMA(Abs($close-Ref($close,1)),6,1)*100",前复权
alpha191,alpha191,a191_064,Alpha191_量价背离与短期均值回归（,"(Greater(CSRank(DecayLinear(Corr(CSRank(($amount / $vol)),CSRank($vol),4),4)),CSRank(DecayLinear(Greater(Corr(CSRank($close),CSRank(Mean($vol,60)),4),13),14)))*-1)",前复权
alpha191,alpha191,a191_065,Alpha191_短期均值回复因子,"Mean($close,6)/$close",前复权
alpha191,alpha191,a191_066,Alpha191_离短期均值程度的经典技术指标,"($close-Mean($close,6))/Mean($close,6)*100",前复权
alpha191,alpha191,a191_067,Alpha191_力量对比的动量/超买超卖因子,"SMA(Greater($close-Ref($close,1),0),24,1)/SMA(Abs($close-Ref($close,1)),24,1)*100",前复权
alpha191,alpha191,a191_068,Alpha191_量价动能与流动性冲击因子,"SMA((($high+$low)/2-(Ref($high,1)+Ref($low,1))/2)*($high-$low)/$vol,15,2)",前复权
alpha191,alpha191,a191_070,Alpha191_衡量的是短期资金交投活跃,"Std($amount,6)",前复权
alpha191,alpha191,a191_071,Alpha191_是经典的乖离率指标,"($close-Mean($close,24))/Mean($close,24)*100",前复权
alpha191,alpha191,a191_072,Alpha191_是平滑后的威廉指标,"SMA((Max($high,6)-$close)/(Max($high,6)-Min($low,6))*100,15,1)",前复权
alpha191,alpha191,a191_073,Alpha191_量价背离与均值回归因子,"((Rank(DecayLinear(DecayLinear(Corr(($close),$vol,10),16),4),5)-CSRank(DecayLinear(Corr(($amount / $vol),Mean($vol,30),4),3)))*-1)",前复权
alpha191,alpha191,a191_074,Alpha191_复合的量价相关性（价量协,"(CSRank(Corr(Sum((($low*0.35)+(($amount / $vol)*0.65)),20),Sum(Mean($vol,40),20),7))+CSRank(Corr(CSRank(($amount / $vol)),CSRank($vol),6)))",前复权
alpha191,alpha191,a191_076,Alpha191_衡量的是股票流动性状态,"Std(Abs(($close/Ref($close,1)-1))/$vol,20)/Mean(Abs(($close/Ref($close,1)-1))/$vol,20)",前复权
alpha191,alpha191,a191_077,Alpha191_价相关性的复合动量/反转因子,"Less(CSRank(DecayLinear((((($high+$low)/2)+$high)-(($amount / $vol)+$high)),20)),CSRank(DecayLinear(Corr((($high+$low)/2),Mean($vol,40),3),6)))",前复权
alpha191,alpha191,a191_079,Alpha191_是经典的12日相对强弱指标,"SMA(Greater($close-Ref($close,1),0),12,1)/SMA(Abs($close-Ref($close,1)),12,1)*100",前复权
alpha191,alpha191,a191_080,Alpha191_成交量短期动量因子,"($vol-Ref($vol,5))/Ref($vol,5)*100",前复权
alpha191,alpha191,a191_081,Alpha191_本质上是中短期（约一个月,"SMA($vol,21,2)",前复权
alpha191,alpha191,a191_082,Alpha191_属于经典的动量/反转类技术指标,"SMA((Max($high,6)-$close)/(Max($high,6)-Min($low,6))*100,20,1)",前复权
alpha191,alpha191,a191_084,Alpha191_能量潮（OBV,"Sum(If($close>Ref($close,1), $vol, If($close<Ref($close,1), -$vol, 0)),20)",前复权
alpha191,alpha191,a191_085,Alpha191_“超跌反转与底部放量”因子,"(Rank(($vol/Mean($vol,20)),20)* Rank((-1*($close - Ref($close, 7))),8))",前复权
alpha191,alpha191,a191_086,Alpha191_复合逻辑因子,"If((0.25<(((Ref($close,20)-Ref($close,10))/10)-((Ref($close,10)-$close)/10))), (-1*1), If(((((Ref($close,20)-Ref($close,10))/10)-((Ref($close,10)-$close)/10))<0), 1, ((-1*1)*($close-Ref($close,1)))))",前复权
alpha191,alpha191,a191_087,Alpha191_短周期量价反转因子,"((CSRank(DecayLinear((($amount / $vol) - Ref(($amount / $vol), 4)),7))+Rank(DecayLinear((((($low*0.9)+($low*0.1))-($amount / $vol))/($open-(($high+$low)/2))),11),7))*-1)",前复权
alpha191,alpha191,a191_088,Alpha191_经典的中期（月度）收益率因子,"($close-Ref($close,20))/Ref($close,20)*100",前复权
alpha191,alpha191,a191_089,Alpha191_柱状图指标,"2*(SMA($close,13,2)-SMA($close,27,2)-SMA(SMA($close,13,2)-SMA($close,27,2),10,2))",前复权
alpha191,alpha191,a191_090,Alpha191_短期量价反转因子,"(CSRank(Corr(CSRank(($amount / $vol)),CSRank($vol),5))*-1)",前复权
alpha191,alpha191,a191_091,Alpha191_反转与量价背离的复合反转因子,"((CSRank(($close-Greater($close,5)))*CSRank(Corr((Mean($vol,40)),$low,5)))*-1)",前复权
alpha191,alpha191,a191_092,Alpha191_短期反转与量价异常综合因子,"(Greater(CSRank(DecayLinear(((($close*0.35)+(($amount / $vol)*0.65)) - Ref((($close*0.35)+(($amount / $vol)*0.65)), 2)),3)),Rank(DecayLinear(Abs(Corr((Mean($vol,180)),$close,13)),5),15))*-1)",前复权
alpha191,alpha191,a191_093,Alpha191_衡量空头下探动能的指标,"Sum(If($open>=Ref($open,1), 0, Greater(($open-$low),($open-Ref($open,1)))),20)",前复权
alpha191,alpha191,a191_094,Alpha191_能量潮（OBV,"Sum(If($close>Ref($close,1), $vol, If($close<Ref($close,1), -$vol, 0)),30)",前复权
alpha191,alpha191,a191_095,Alpha191_衡量的是股票近期流动性（,"Std($amount,20)",前复权
alpha191,alpha191,a191_096,Alpha191_基于短期动量与均值回归（,"SMA(SMA(($close-Min($low,9))/(Max($high,9)-Min($low,9))*100,3,1),3,1)",前复权
alpha191,alpha191,a191_097,Alpha191_衡量的是短期交易活跃度,"Std($vol,10)",前复权
alpha191,alpha191,a191_098,Alpha191_复合动量/反转因子,"If((((((Sum($close,100)/100) - Ref((Sum($close,100)/100), 100))/Ref($close,100))<0.05)|((((Sum($close,100)/100) - Ref((Sum($close,100)/100), 100))/Ref($close,100))==0.05)), (-1*($close-Min($close,100))), (-1*($close - Ref($close, 3))))",前复权
alpha191,alpha191,a191_100,Alpha191_衡量的是股票近期流动性（,"Std($vol,20)",前复权
alpha191,alpha191,a191_101,Alpha191_基于量价相关性期限结构,"((CSRank(Corr($close, Sum(Mean($vol,30), 37), 15)) < CSRank(Corr(CSRank((($high * 0.1) + (($amount / $vol) * 0.9))), CSRank($vol), 11))) * -1)",前复权
alpha191,alpha191,a191_102,Alpha191_本质上是成交量的相对强弱指标,"SMA(Greater($vol-Ref($vol,1),0),6,1)/SMA(Abs($vol-Ref($vol,1)),6,1)*100",前复权
alpha191,alpha191,a191_104,Alpha191_波动率股票的量价关系反转效应,"(-1 * ((Corr($high,$vol,5) - Ref(Corr($high,$vol,5), 5)) * CSRank(Std($close,20))))",前复权
alpha191,alpha191,a191_105,Alpha191_个基于微观结构的短期反转因子,"(-1*Corr(CSRank($open),CSRank($vol),10))",前复权
alpha191,alpha191,a191_106,Alpha191_经典的中短期绝对动量因子,"$close-Ref($close,20)",前复权
alpha191,alpha191,a191_107,Alpha191_捕捉的是隔夜跳空的反转效应,"(((-1*CSRank(($open-Ref($high,1))))*CSRank(($open-Ref($close,1))))*CSRank(($open-Ref($low,1))))",前复权
alpha191,alpha191,a191_108,Alpha191_短期动能与量价背离的反转因子,"((CSRank(($high-Less($high,2)))**CSRank(Corr((($amount / $vol)),(Mean($vol,120)),6)))*-1)",前复权
alpha191,alpha191,a191_109,Alpha191_波动率相对变化（波动率动,"SMA($high-$low,10,2)/SMA(SMA($high-$low,10,2),10,2)",前复权
alpha191,alpha191,a191_110,Alpha191_买卖意愿指标,"Sum(Greater(0,$high-Ref($close,1)),20)/Sum(Greater(0,Ref($close,1)-$low),20)*100",前复权
alpha191,alpha191,a191_111,Alpha191_是基于蔡金资金流量逻辑,"SMA($vol(($close-$low)-($high-$close))/($high-$low),11,2)-SMA($vol(($close-$low)-($high-$close))/($high-$low),4,2)",前复权
alpha191,alpha191,a191_114,Alpha191_日内微观结构的短期反转因子,"((CSRank(Ref((($high-$low)/(Sum($close,5)/5)),2))*CSRank(CSRank($vol)))/((($high-$low)/(Sum($close,5)/5))/(($amount / $vol)-$close)))",前复权
alpha191,alpha191,a191_115,Alpha191_复合的量价背离与筹码锁定因子,"(CSRank(Corr((($high*0.9)+($close*0.1)),Mean($vol,30),10))**CSRank(Corr(Rank((($high+$low)/2),4),Rank($vol,10),7)))",前复权
alpha191,alpha191,a191_117,Alpha191_底部放量与超跌反转因子,"((Rank($vol,32)*(1-Rank((($close+$high)-$low),16)))*(1-Rank(($close/Ref($close, 1)-1),32)))",前复权
alpha191,alpha191,a191_118,Alpha191_基于市场微观结构中的多空,"Sum($high-$open,20)/Sum($open-$low,20)*100",前复权
alpha191,alpha191,a191_119,Alpha191_跨周期的量价背离与动量复合因子,"(CSRank(DecayLinear(Corr(($amount / $vol),Sum(Mean($vol,5),26),5),7))-CSRank(DecayLinear(Rank(Less(Corr(CSRank($open),CSRank(Mean($vol,15)),21),9),7),8)))",前复权
alpha191,alpha191,a191_120,Alpha191_结构与绝对价格水平的复合因子,(CSRank((($amount / $vol)-$close))/CSRank((($amount / $vol)+$close))),前复权
alpha191,alpha191,a191_121,Alpha191_价结构动态变化的短期反转因子,"((CSRank((($amount / $vol)-Less(($amount / $vol),12)))**Rank(Corr(Rank(($amount / $vol),20),Rank(Mean($vol,60),2),18),3))*-1)",前复权
alpha191,alpha191,a191_122,Alpha191_三重平滑移动平均指标,"(SMA(SMA(SMA(Log($close),13,2),13,2),13,2)-Ref(SMA(SMA(SMA(Log($close),13,2),13,2),13,2),1))/Ref(SMA(SMA(SMA(Log($close),13,2),13,2),13,2),1)",前复权
alpha191,alpha191,a191_124,Alpha191_近期强势度调整的日内动量因子,"($close-($amount / $vol))/DecayLinear(CSRank(Max($close,30)),2)",前复权
alpha191,alpha191,a191_125,Alpha191_复合因子,"(CSRank(DecayLinear(Corr((($amount / $vol)),Mean($vol,80),17),20))/CSRank(DecayLinear(((($close*0.5)+(($amount / $vol)*0.5)) - Ref((($close*0.5)+(($amount / $vol)*0.5)), 3)),16)))",前复权
alpha191,alpha191,a191_126,Alpha191_计算的是单日典型价格,($close+$high+$low)/3,前复权
alpha191,alpha191,a191_127,Alpha191_下行风险（回撤）波动率指标,"(Mean((100*($close-Greater($close,12))/(Greater($close,12)))**2))**(1/2)",前复权
alpha191,alpha191,a191_128,Alpha191_是经典的资金流量指标,"100-(100/(1+Sum(If(($high+$low+$close)/3>Ref(($high+$low+$close)/3,1), ($high+$low+$close)/3* VOLUM E, 0),14)/Sum(If(($high+$low+$close)/3 < Ref(($high+$low+$close)/3,1), ($high+$low+$close)/3* $vol, 0), 14)))",前复权
alpha191,alpha191,a191_129,Alpha191_衡量的是资产在过去12个,"Sum(If($close-Ref($close,1)<0, Abs($close-Ref($close,1)), 0),12)",前复权
alpha191,alpha191,a191_130,Alpha191_长短期量价背离与动量结合因子,"(CSRank(DecayLinear(Corr((($high+$low)/2),Mean($vol,40),9),10))/CSRank(DecayLinear(Corr(CSRank(($amount / $vol)),CSRank($vol),7),3)))",前复权
alpha191,alpha191,a191_132,Alpha191_衡量的是股票在中短期（约,"Mean($amount,20)",前复权
alpha191,alpha191,a191_134,Alpha191_量价结合的动量因子,"($close-Ref($close,12))/Ref($close,12)*$vol",前复权
alpha191,alpha191,a191_135,Alpha191_平滑中短期反转因子,"-SMA(Ref($close/Ref($close,20),1),20,1)",前复权
alpha191,alpha191,a191_136,Alpha191_复合动量/反转因子,"((-1*CSRank((($close/Ref($close, 1)-1) - Ref(($close/Ref($close, 1)-1), 3))))*Corr($open,$vol,10))",前复权
alpha191,alpha191,a191_137,Alpha191_发明的震荡指标逻辑,"16($close-Ref($close,1)+($close-$open)/2+Ref($close,1)-Ref($open,1))/(If(Abs($high-Ref($close,1))>Abs($low-Ref($close,1)) &Abs($high-Ref($close,1))>Abs($high-Ref($low,1)), Abs($high-Ref($close,1))+Abs($low-Ref($close,1))/2+Abs(Ref($close,1)-Ref($open,1))/4, If(Abs($low-Ref($close,1))>Abs($high-Ref($low,1)) & Abs($low-Ref($close,1))>Abs($high-Ref($close,1)), Abs($low-Ref($close,1))+Abs($high-Ref($close,1))/2+Abs(Ref($close,1)-Ref($open,1))/4, Abs($high-Ref($low,1))+Abs(Ref($close,1)-Ref($open,1))/4)))*Greater(Abs($high-Ref($close,1)),Abs($low-Ref($close,1)))",前复权
alpha191,alpha191,a191_138,Alpha191_结合量价确认的动量反转因子,"((CSRank(DecayLinear((((($low*0.7)+(($amount / $vol)*0.3))) - Ref(((($low*0.7)+(($amount / $vol)*0.3))), 3)),20))-Rank(DecayLinear(Rank(Corr(Rank($low,8),Rank(Mean($vol,60),17),5),19),16),7))* -1)",前复权
alpha191,alpha191,a191_139,Alpha191_属于典型的量价相关性（反,"(-1*Corr($open,$vol,10))",前复权
alpha191,alpha191,a191_140,Alpha191_背离/同步特征的复合反转因子,"Less(CSRank(DecayLinear(((CSRank($open)+CSRank($low))-(CSRank($high)+CSRank($close))),8)),Rank(DecayLinear(Corr(Rank($close,8),Rank(Mean($vol,60),20),8),7),3))",前复权
alpha191,alpha191,a191_141,Alpha191_短线价量反转因子,"(CSRank(Corr(CSRank($high),CSRank(Mean($vol,15)),9))*-1)",前复权
alpha191,alpha191,a191_142,Alpha191_反转效应,"(((-1*CSRank(Rank($close,10)))*CSRank((($close - Ref($close, 1)) - Ref(($close - Ref($close, 1)), 1))))*CSRank(Rank(($vol/Mean($vol,20)),5)))",前复权
alpha191,alpha191,a191_145,Alpha191_成交量动量因子,"(Mean($vol,9)-Mean($vol,26))/Mean($vol,12)*100",前复权
alpha191,alpha191,a191_146,Alpha191_波动率调整的短期异常动量因子,"Mean(($close-Ref($close,1))/Ref($close,1)-SMA(($close-Ref($close,1))/Ref($close,1),61,2),20)*(( $close-Ref($close,1))/Ref($close,1)-SMA(($close-Ref($close,1))/Ref($close,1),61,2))/SMA(((CLOS E-Ref($close,1))/Ref($close,1)-(($close-Ref($close,1))/Ref($close,1)-SMA(($close-Ref($close,1))/Ref($close,1),61,2)))**2,60)",前复权
alpha191,alpha191,a191_148,Alpha191_盘价的量价背离与短期反转因子,"((CSRank(Corr(($open),Sum(Mean($vol,60),9),6))<CSRank(($open-Min($open,14))))*-1)",前复权
alpha191,alpha191,a191_150,Alpha191_金流量或交易活跃度的基础指标,($close+$high+$low)/3*$vol,前复权
alpha191,alpha191,a191_151,Alpha191_平滑趋势动量因子,"SMA($close-Ref($close,20),20,1)",前复权
alpha191,alpha191,a191_152,Alpha191_基于动量指标,"SMA(Mean(Ref(SMA(Ref($close/Ref($close,9),1),9,1),1),12)-Mean(Ref(SMA(Ref($close/DELAY($close,9),1),9,1),1),26),9,1)",前复权
alpha191,alpha191,a191_153,Alpha191_多周期综合均线（趋势中枢）指标,"(Mean($close,3)+Mean($close,6)+Mean($close,12)+Mean($close,24))/4",前复权
alpha191,alpha191,a191_154,Alpha191_极度苛刻的超跌筑底探测因子,"(((($amount / $vol)-Less(($amount / $vol),16)))<(Corr(($amount / $vol),Mean($vol,180),18)))",前复权
alpha191,alpha191,a191_155,Alpha191_将经典的价格MACD逻辑,"SMA($vol,13,2)-SMA($vol,27,2)-SMA(SMA($vol,13,2)-SMA($vol,27,2),10,2)",前复权
alpha191,alpha191,a191_156,Alpha191_量与支撑位强度的综合测度因子,"(Greater(CSRank(DecayLinear((($amount / $vol) - Ref(($amount / $vol), 5)),3)),CSRank(DecayLinear(((((($open*0.15)+($low*0.85)) - Ref((($open*0.15)+($low*0.85)), 2))/(($open*0.15)+($low*0.85)))-1),3)))-1)",前复权
alpha191,alpha191,a191_157,Alpha191_过度反应理论与短期反转效应,"(Less(Product(CSRank(CSRank(Log(Sum(Min(CSRank(CSRank((-1*CSRank((($close-1) - Ref(($close-1), 5)))))),2),1)))),1),5) +Rank(Ref((-1*($close/Ref($close, 1)-1)),6),5))",前复权
alpha191,alpha191,a191_158,Alpha191_日内相对振幅（波动率）因,"(($high-SMA($close,15,2))-($low-SMA($close,15,2)))/$close",前复权
alpha191,alpha191,a191_160,Alpha191_衡量的是股票的“下行波动风险”,"SMA(If($close<=Ref($close,1), Std($close,20), 0),20,1)",前复权
alpha191,alpha191,a191_161,Alpha191_衡量股票绝对波动率的经典指标,"Mean(Greater(Greater(($high-$low),Abs(Ref($close,1)-$high)),Abs(Ref($close,1)-$low)),12)",前复权
alpha191,alpha191,a191_162,Alpha191_随机相对强弱指标,"(SMA(Greater($close-Ref($close,1),0),12,1)/SMA(Abs($close-Ref($close,1)),12,1)100-Less(SMA(Greater($close-Ref($close,1),0),12,1)/SMA(Abs($close-Ref($close,1)),12,1)100,12))/(Greater(SMA(Greater($close-Ref($close,1),0),12,1)/SMA(Abs($close-Ref($close,1)),12,1)100,12)-Less(SMA(Greater($close-Ref($close,1),0),12, 1)/SMA(Abs($close-Ref($close,1)),12,1)100,12))",前复权
alpha191,alpha191,a191_163,Alpha191_态与流动性权重的短期反转因子,"CSRank(((((-1*($close/Ref($close, 1)-1))*Mean($vol,20))*($amount / $vol))*($high-$close)))",前复权
alpha191,alpha191,a191_166,Alpha191_基于行为金融学中的“彩票,"-20(20-1)**1.5*Sum($close/Ref($close,1)-1-Mean($close/Ref($close,1)-1,20),20)/((20-1)* (20-2)*(Sum(($close/Ref($close,1),20)**2,20))**1.5)",前复权
alpha191,alpha191,a191_168,Alpha191_缩量偏好（或放量惩罚）因子,"(-1*$vol/Mean($vol,20))",前复权
alpha191,alpha191,a191_169,Alpha191_变种指标,"SMA(Mean(Ref(SMA($close-Ref($close,1),9,1),1),12)-Mean(Ref(SMA($close-Ref($close,1),9,1),1), 26),10,1)",前复权
alpha191,alpha191,a191_170,Alpha191_价形态与短期动量的反转类因子,"((((CSRank((1/$close))$vol)/Mean($vol,20))*(($high*CSRank(($high-$close)))/(Sum($high,5)/5)))-CSRank((($amount / $vol)-Ref(($amount / $vol),5))))",前复权
alpha191,alpha191,a191_173,Alpha191_延迟技术的趋势跟踪与动量因子,"3*SMA($close,13,2)-2*SMA(SMA($close,13,2),13,2)+SMA(SMA(SMA(Log($close),13,2),13,2),13,2)",前复权
alpha191,alpha191,a191_174,Alpha191_衡量指标,"SMA(If($close>Ref($close,1), Std($close,20), 0),20,1)",前复权
alpha191,alpha191,a191_175,Alpha191_是经典的波动率指标,"Mean(Greater(Greater(($high-$low),Abs(Ref($close,1)-$high)),Abs(Ref($close,1)-$low)),6)",前复权
alpha191,alpha191,a191_176,Alpha191_短周期量价相关性因子,"Corr(CSRank((($close-Min($low,12))/(Max($high,12)-Min($low,12)))),CSRank($vol),6)",前复权
alpha191,alpha191,a191_178,Alpha191_经典的“量价结合”因子,"($close-Ref($close,1))/Ref($close,1)*$vol",前复权
alpha191,alpha191,a191_179,Alpha191_复合型量价动能因子,"(CSRank(Corr(($amount / $vol),$vol,4))*CSRank(Corr(CSRank($low),CSRank(Mean($vol,50)),12)))",前复权
alpha191,alpha191,a191_184,Alpha191_线形态的量价因子,"(CSRank(Corr(Ref(($open-$close),1),$close,200))+CSRank(($open-$close)))",前复权
alpha191,alpha191,a191_185,Alpha191_衡量日内K线实体波动率的因子,CSRank((-1*((1-($open/$close))**2))),前复权
alpha191,alpha191,a191_187,Alpha191_多头极端动能的情绪与动量指标,"Sum(If($open<=Ref($open,1), 0, Greater(($high-$open),($open-Ref($open,1)))),20)",前复权
alpha191,alpha191,a191_188,Alpha191_波动率偏离（异常波动）因子,"(($high-$low-SMA($high-$low,11,2))/SMA($high-$low,11,2))*100",前复权
alpha191,alpha191,a191_189,Alpha191_短期波动率（离散度）因子,"Mean(Abs($close-Mean($close,6)),6)",前复权
alpha191,alpha191,a191_191,Alpha191_双重逻辑,"((Corr(Mean($vol,20),$low,5)+(($high+$low)/2))-$close)",前复权
alpha360,qlib_builtin,a360_001,Alpha360_CLOSE59,"Ref($close, 59)/$close",前复权
alpha360,qlib_builtin,a360_002,Alpha360_CLOSE58,"Ref($close, 58)/$close",前复权
alpha360,qlib_builtin,a360_003,Alpha360_CLOSE57,"Ref($close, 57)/$close",前复权
alpha360,qlib_builtin,a360_004,Alpha360_CLOSE56,"Ref($close, 56)/$close",前复权
alpha360,qlib_builtin,a360_005,Alpha360_CLOSE55,"Ref($close, 55)/$close",前复权
alpha360,qlib_builtin,a360_006,Alpha360_CLOSE54,"Ref($close, 54)/$close",前复权
alpha360,qlib_builtin,a360_007,Alpha360_CLOSE53,"Ref($close, 53)/$close",前复权
alpha360,qlib_builtin,a360_008,Alpha360_CLOSE52,"Ref($close, 52)/$close",前复权
alpha360,qlib_builtin,a360_009,Alpha360_CLOSE51,"Ref($close, 51)/$close",前复权
alpha360,qlib_builtin,a360_010,Alpha360_CLOSE50,"Ref($close, 50)/$close",前复权
alpha360,qlib_builtin,a360_011,Alpha360_CLOSE49,"Ref($close, 49)/$close",前复权
alpha360,qlib_builtin,a360_012,Alpha360_CLOSE48,"Ref($close, 48)/$close",前复权
alpha360,qlib_builtin,a360_013,Alpha360_CLOSE47,"Ref($close, 47)/$close",前复权
alpha360,qlib_builtin,a360_014,Alpha360_CLOSE46,"Ref($close, 46)/$close",前复权
alpha360,qlib_builtin,a360_015,Alpha360_CLOSE45,"Ref($close, 45)/$close",前复权
alpha360,qlib_builtin,a360_016,Alpha360_CLOSE44,"Ref($close, 44)/$close",前复权
alpha360,qlib_builtin,a360_017,Alpha360_CLOSE43,"Ref($close, 43)/$close",前复权
alpha360,qlib_builtin,a360_018,Alpha360_CLOSE42,"Ref($close, 42)/$close",前复权
alpha360,qlib_builtin,a360_019,Alpha360_CLOSE41,"Ref($close, 41)/$close",前复权
alpha360,qlib_builtin,a360_020,Alpha360_CLOSE40,"Ref($close, 40)/$close",前复权
alpha360,qlib_builtin,a360_021,Alpha360_CLOSE39,"Ref($close, 39)/$close",前复权
alpha360,qlib_builtin,a360_022,Alpha360_CLOSE38,"Ref($close, 38)/$close",前复权
alpha360,qlib_builtin,a360_023,Alpha360_CLOSE37,"Ref($close, 37)/$close",前复权
alpha360,qlib_builtin,a360_024,Alpha360_CLOSE36,"Ref($close, 36)/$close",前复权
alpha360,qlib_builtin,a360_025,Alpha360_CLOSE35,"Ref($close, 35)/$close",前复权
alpha360,qlib_builtin,a360_026,Alpha360_CLOSE34,"Ref($close, 34)/$close",前复权
alpha360,qlib_builtin,a360_027,Alpha360_CLOSE33,"Ref($close, 33)/$close",前复权
alpha360,qlib_builtin,a360_028,Alpha360_CLOSE32,"Ref($close, 32)/$close",前复权
alpha360,qlib_builtin,a360_029,Alpha360_CLOSE31,"Ref($close, 31)/$close",前复权
alpha360,qlib_builtin,a360_030,Alpha360_CLOSE30,"Ref($close, 30)/$close",前复权
alpha360,qlib_builtin,a360_031,Alpha360_CLOSE29,"Ref($close, 29)/$close",前复权
alpha360,qlib_builtin,a360_032,Alpha360_CLOSE28,"Ref($close, 28)/$close",前复权
alpha360,qlib_builtin,a360_033,Alpha360_CLOSE27,"Ref($close, 27)/$close",前复权
alpha360,qlib_builtin,a360_034,Alpha360_CLOSE26,"Ref($close, 26)/$close",前复权
alpha360,qlib_builtin,a360_035,Alpha360_CLOSE25,"Ref($close, 25)/$close",前复权
alpha360,qlib_builtin,a360_036,Alpha360_CLOSE24,"Ref($close, 24)/$close",前复权
alpha360,qlib_builtin,a360_037,Alpha360_CLOSE23,"Ref($close, 23)/$close",前复权
alpha360,qlib_builtin,a360_038,Alpha360_CLOSE22,"Ref($close, 22)/$close",前复权
alpha360,qlib_builtin,a360_039,Alpha360_CLOSE21,"Ref($close, 21)/$close",前复权
alpha360,qlib_builtin,a360_040,Alpha360_CLOSE20,"Ref($close, 20)/$close",前复权
alpha360,qlib_builtin,a360_041,Alpha360_CLOSE19,"Ref($close, 19)/$close",前复权
alpha360,qlib_builtin,a360_042,Alpha360_CLOSE18,"Ref($close, 18)/$close",前复权
alpha360,qlib_builtin,a360_043,Alpha360_CLOSE17,"Ref($close, 17)/$close",前复权
alpha360,qlib_builtin,a360_044,Alpha360_CLOSE16,"Ref($close, 16)/$close",前复权
alpha360,qlib_builtin,a360_045,Alpha360_CLOSE15,"Ref($close, 15)/$close",前复权
alpha360,qlib_builtin,a360_046,Alpha360_CLOSE14,"Ref($close, 14)/$close",前复权
alpha360,qlib_builtin,a360_047,Alpha360_CLOSE13,"Ref($close, 13)/$close",前复权
alpha360,qlib_builtin,a360_048,Alpha360_CLOSE12,"Ref($close, 12)/$close",前复权
alpha360,qlib_builtin,a360_049,Alpha360_CLOSE11,"Ref($close, 11)/$close",前复权
alpha360,qlib_builtin,a360_050,Alpha360_CLOSE10,"Ref($close, 10)/$close",前复权
alpha360,qlib_builtin,a360_051,Alpha360_CLOSE9,"Ref($close, 9)/$close",前复权
alpha360,qlib_builtin,a360_052,Alpha360_CLOSE8,"Ref($close, 8)/$close",前复权
alpha360,qlib_builtin,a360_053,Alpha360_CLOSE7,"Ref($close, 7)/$close",前复权
alpha360,qlib_builtin,a360_054,Alpha360_CLOSE6,"Ref($close, 6)/$close",前复权
alpha360,qlib_builtin,a360_055,Alpha360_CLOSE5,"Ref($close, 5)/$close",前复权
alpha360,qlib_builtin,a360_056,Alpha360_CLOSE4,"Ref($close, 4)/$close",前复权
alpha360,qlib_builtin,a360_057,Alpha360_CLOSE3,"Ref($close, 3)/$close",前复权
alpha360,qlib_builtin,a360_058,Alpha360_CLOSE2,"Ref($close, 2)/$close",前复权
alpha360,qlib_builtin,a360_059,Alpha360_CLOSE1,"Ref($close, 1)/$close",前复权
alpha360,qlib_builtin,a360_060,Alpha360_CLOSE0,$close/$close,前复权
alpha360,qlib_builtin,a360_061,Alpha360_OPEN59,"Ref($open, 59)/$close",前复权
alpha360,qlib_builtin,a360_062,Alpha360_OPEN58,"Ref($open, 58)/$close",前复权
alpha360,qlib_builtin,a360_063,Alpha360_OPEN57,"Ref($open, 57)/$close",前复权
alpha360,qlib_builtin,a360_064,Alpha360_OPEN56,"Ref($open, 56)/$close",前复权
alpha360,qlib_builtin,a360_065,Alpha360_OPEN55,"Ref($open, 55)/$close",前复权
alpha360,qlib_builtin,a360_066,Alpha360_OPEN54,"Ref($open, 54)/$close",前复权
alpha360,qlib_builtin,a360_067,Alpha360_OPEN53,"Ref($open, 53)/$close",前复权
alpha360,qlib_builtin,a360_068,Alpha360_OPEN52,"Ref($open, 52)/$close",前复权
alpha360,qlib_builtin,a360_069,Alpha360_OPEN51,"Ref($open, 51)/$close",前复权
alpha360,qlib_builtin,a360_070,Alpha360_OPEN50,"Ref($open, 50)/$close",前复权
alpha360,qlib_builtin,a360_071,Alpha360_OPEN49,"Ref($open, 49)/$close",前复权
alpha360,qlib_builtin,a360_072,Alpha360_OPEN48,"Ref($open, 48)/$close",前复权
alpha360,qlib_builtin,a360_073,Alpha360_OPEN47,"Ref($open, 47)/$close",前复权
alpha360,qlib_builtin,a360_074,Alpha360_OPEN46,"Ref($open, 46)/$close",前复权
alpha360,qlib_builtin,a360_075,Alpha360_OPEN45,"Ref($open, 45)/$close",前复权
alpha360,qlib_builtin,a360_076,Alpha360_OPEN44,"Ref($open, 44)/$close",前复权
alpha360,qlib_builtin,a360_077,Alpha360_OPEN43,"Ref($open, 43)/$close",前复权
alpha360,qlib_builtin,a360_078,Alpha360_OPEN42,"Ref($open, 42)/$close",前复权
alpha360,qlib_builtin,a360_079,Alpha360_OPEN41,"Ref($open, 41)/$close",前复权
alpha360,qlib_builtin,a360_080,Alpha360_OPEN40,"Ref($open, 40)/$close",前复权
alpha360,qlib_builtin,a360_081,Alpha360_OPEN39,"Ref($open, 39)/$close",前复权
alpha360,qlib_builtin,a360_082,Alpha360_OPEN38,"Ref($open, 38)/$close",前复权
alpha360,qlib_builtin,a360_083,Alpha360_OPEN37,"Ref($open, 37)/$close",前复权
alpha360,qlib_builtin,a360_084,Alpha360_OPEN36,"Ref($open, 36)/$close",前复权
